year,state,month,number,date,Random
2014,Amapa,Junho,0,1/1/2014,52
2015,Amapa,Junho,3,1/1/2015,85
2016,Amapa,Junho,2,1/1/2016,98
2017,Amapa,Junho,2,1/1/2017,8
1998,Amapa,Julho,0,1/1/1998,10
1999,Amapa,Julho,0,1/1/1999,70
2000,Amapa,Julho,0,1/1/2000,48
2001,Amapa,Julho,1,1/1/2001,81
2002,Amapa,Julho,1,1/1/2002,94
2003,Amapa,Julho,0,1/1/2003,53
2004,Amapa,Julho,2,1/1/2004,94
2005,Amapa,Julho,0,1/1/2005,38
2006,Amapa,Julho,0,1/1/2006,78
2007,Amapa,Julho,0,1/1/2007,90
2008,Amapa,Julho,0,1/1/2008,7
2009,Amapa,Julho,4,1/1/2009,32
2010,Amapa,Julho,2,1/1/2010,65
2011,Amapa,Julho,5,1/1/2011,8
2012,Amapa,Julho,3,1/1/2012,71
2013,Amapa,Julho,,1/1/2013,5
2014,Amapa,Julho,4,1/1/2014,64
2015,Amapa,Julho,5,1/1/2015,100
2016,Amapa,Julho,1,1/1/2016,0
2017,Amapa,Julho,3,1/1/2017,10
1998,Amapa,Agosto,1,1/1/1998,9
1999,Amapa,Agosto,0,1/1/1999,45
2000,Amapa,Agosto,3,1/1/2000,1
2001,Amapa,Agosto,12,1/1/2001,43
2002,Amapa,Agosto,18,1/1/2002,58
2003,Amapa,Agosto,14,1/1/2003,42
2004,Amapa,Agosto,9,1/1/2004,59
2005,Amapa,Agosto,4,1/1/2005,64
2006,Amapa,Agosto,11,1/1/2006,22
2007,Amapa,Agosto,5,1/1/2007,20
2008,Amapa,Agosto,4,1/1/2008,96
2009,Amapa,Agosto,20,1/1/2009,59
2010,Amapa,Agosto,1,1/1/2010,6
2011,Amapa,Agosto,16,1/1/2011,35
2012,Amapa,Agosto,19,1/1/2012,26
2013,Amapa,Agosto,9,1/1/2013,91
2014,Amapa,Agosto,18,1/1/2014,68
2015,Amapa,Agosto,40,1/1/2015,4
2016,Amapa,Agosto,37,1/1/2016,48
2017,Amapa,Agosto,33,1/1/2017,84
1998,Amapa,Setembro,20,1/1/1998,35
1999,Amapa,Setembro,4,1/1/1999,44
2000,Amapa,Setembro,19,1/1/2000,51
2001,Amapa,Setembro,,1/1/2001,11
2002,Amapa,Setembro,73,1/1/2002,0
2003,Amapa,Setembro,88,1/1/2003,42
2004,Amapa,Setembro,67,1/1/2004,7
2005,Amapa,Setembro,97,1/1/2005,84
2006,Amapa,Setembro,112,1/1/2006,92
2007,Amapa,Setembro,61,1/1/2007,67
2008,Amapa,Setembro,83,1/1/2008,83
2009,Amapa,Setembro,,1/1/2009,11
2010,Amapa,Setembro,63,1/1/2010,67
2011,Amapa,Setembro,128,1/1/2011,99
2012,Amapa,Setembro,168,1/1/2012,100
2013,Amapa,Setembro,85,1/1/2013,10
2014,Amapa,Setembro,137,1/1/2014,38
2015,Amapa,Setembro,192,1/1/2015,97
2016,Amapa,Setembro,142,1/1/2016,44
2017,Amapa,Setembro,95,1/1/2017,30
1998,Amapa,Outubro,42,1/1/1998,30
1999,Amapa,Outubro,25,1/1/1999,15
2000,Amapa,Outubro,42,1/1/2000,69
2001,Amapa,Outubro,,1/1/2001,5
2002,Amapa,Outubro,557,1/1/2002,56
2003,Amapa,Outubro,355,1/1/2003,77
2004,Amapa,Outubro,412,1/1/2004,19
2005,Amapa,Outubro,335,1/1/2005,40
2006,Amapa,Outubro,405,1/1/2006,52
2007,Amapa,Outubro,162,1/1/2007,63
2008,Amapa,Outubro,395,1/1/2008,47
2009,Amapa,Outubro,765,1/1/2009,30
2010,Amapa,Outubro,265,1/1/2010,47
2011,Amapa,Outubro,304,1/1/2011,99
2012,Amapa,Outubro,475,1/1/2012,95
2013,Amapa,Outubro,385,1/1/2013,37
2014,Amapa,Outubro,480,1/1/2014,65
2015,Amapa,Outubro,827,1/1/2015,42
2016,Amapa,Outubro,793,1/1/2016,84
2017,Amapa,Outubro,,1/1/2017,11
1998,Amapa,Novembro,131,1/1/1998,68
1999,Amapa,Novembro,26,1/1/1999,16
2000,Amapa,Novembro,157,1/1/2000,70
2001,Amapa,Novembro,406,1/1/2001,23
2002,Amapa,Novembro,1.096,1/1/2002,69
2003,Amapa,Novembro,750,1/1/2003,78
2004,Amapa,Novembro,949,1/1/2004,32
2005,Amapa,Novembro,685,1/1/2005,34
2006,Amapa,Novembro,207,1/1/2006,63
2007,Amapa,Novembro,198,1/1/2007,24
2008,Amapa,Novembro,266,1/1/2008,8
2009,Amapa,Novembro,1.019,1/1/2009,4
2010,Amapa,Novembro,339,1/1/2010,39
2011,Amapa,Novembro,282,1/1/2011,45
2012,Amapa,Novembro,969,1/1/2012,77
2013,Amapa,Novembro,341,1/1/2013,10
2014,Amapa,Novembro,484,1/1/2014,38
2015,Amapa,Novembro,1.3,1/1/2015,35
2016,Amapa,Novembro,1.161,1/1/2016,29
2017,Amapa,Novembro,858,1/1/2017,71
1998,Amapa,Dezembro,84,1/1/1998,28
1999,Amapa,Dezembro,41,1/1/1999,87
2000,Amapa,Dezembro,30,1/1/2000,74
2001,Amapa,Dezembro,593,1/1/2001,97
2002,Amapa,Dezembro,200,1/1/2002,14
2003,Amapa,Dezembro,411,1/1/2003,7
2004,Amapa,Dezembro,,1/1/2004,5
2005,Amapa,Dezembro,38,1/1/2005,3
2006,Amapa,Dezembro,74,1/1/2006,69
2007,Amapa,Dezembro,14,1/1/2007,55
2008,Amapa,Dezembro,32,1/1/2008,87
2009,Amapa,Dezembro,123,1/1/2009,6
2010,Amapa,Dezembro,43,1/1/2010,83
2011,Amapa,Dezembro,360,1/1/2011,25
2012,Amapa,Dezembro,422,1/1/2012,90
2013,Amapa,Dezembro,148,1/1/2013,17
2014,Amapa,Dezembro,354,1/1/2014,23
2015,Amapa,Dezembro,269,1/1/2015,13
2016,Amapa,Dezembro,491,1/1/2016,81
1998,Amazonas,Janeiro,0,1/1/1998,6
1999,Amazonas,Janeiro,3,1/1/1999,12
2000,Amazonas,Janeiro,7,1/1/2000,67
2001,Amazonas,Janeiro,3,1/1/2001,71
2002,Amazonas,Janeiro,17,1/1/2002,25
2003,Amazonas,Janeiro,158,1/1/2003,12
2004,Amazonas,Janeiro,123,1/1/2004,16
2005,Amazonas,Janeiro,44,1/1/2005,59
2006,Amazonas,Janeiro,20,1/1/2006,76
2007,Amazonas,Janeiro,37,1/1/2007,31
2008,Amazonas,Janeiro,16,1/1/2008,50
2009,Amazonas,Janeiro,9,1/1/2009,85
2010,Amazonas,Janeiro,82,1/1/2010,86
2011,Amazonas,Janeiro,53,1/1/2011,96
2012,Amazonas,Janeiro,6,1/1/2012,21
2013,Amazonas,Janeiro,37,1/1/2013,20
2014,Amazonas,Janeiro,46,1/1/2014,45
2015,Amazonas,Janeiro,35,1/1/2015,8
2016,Amazonas,Janeiro,770,1/1/2016,94
2017,Amazonas,Janeiro,65,1/1/2017,85
1998,Amazonas,Fevereiro,0,1/1/1998,87
1999,Amazonas,Fevereiro,43,1/1/1999,6
2000,Amazonas,Fevereiro,62,1/1/2000,42
2001,Amazonas,Fevereiro,8,1/1/2001,80
2002,Amazonas,Fevereiro,2,1/1/2002,49
2003,Amazonas,Fevereiro,62,1/1/2003,24
2004,Amazonas,Fevereiro,92,1/1/2004,14
2005,Amazonas,Fevereiro,6,1/1/2005,24
2006,Amazonas,Fevereiro,10,1/1/2006,3
2007,Amazonas,Fevereiro,92,1/1/2007,81
2008,Amazonas,Fevereiro,32,1/1/2008,74
2009,Amazonas,Fevereiro,3,1/1/2009,33
2010,Amazonas,Fevereiro,81,1/1/2010,8
2011,Amazonas,Fevereiro,30,1/1/2011,56
2012,Amazonas,Fevereiro,25,1/1/2012,91
2013,Amazonas,Fevereiro,16,1/1/2013,9
2014,Amazonas,Fevereiro,49,1/1/2014,85
2015,Amazonas,Fevereiro,107,1/1/2015,77
2016,Amazonas,Fevereiro,275,1/1/2016,89
2017,Amazonas,Fevereiro,52,1/1/2017,35
1998,Amazonas,Março,0,1/1/1998,94
1999,Amazonas,Março,7,1/1/1999,66
2000,Amazonas,Março,69,1/1/2000,83
2001,Amazonas,Março,6,1/1/2001,10
2002,Amazonas,Março,5,1/1/2002,78
2003,Amazonas,Março,64,1/1/2003,19
2004,Amazonas,Março,6,1/1/2004,63
2005,Amazonas,Março,12,1/1/2005,22
2006,Amazonas,Março,20,1/1/2006,42
2007,Amazonas,Março,6,1/1/2007,42
2008,Amazonas,Março,,1/1/2008,11
2009,Amazonas,Março,11,1/1/2009,88
2010,Amazonas,Março,116,1/1/2010,36
2011,Amazonas,Março,,1/1/2011,5
2012,Amazonas,Março,17,1/1/2012,69
2013,Amazonas,Março,49,1/1/2013,14
2014,Amazonas,Março,50,1/1/2014,43
2015,Amazonas,Março,46,1/1/2015,32
2016,Amazonas,Março,140,1/1/2016,66
2017,Amazonas,Março,45,1/1/2017,70
1998,Amazonas,Abril,0,1/1/1998,23
1999,Amazonas,Abril,2,1/1/1999,24
2000,Amazonas,Abril,18,1/1/2000,2
2001,Amazonas,Abril,1,1/1/2001,66
2002,Amazonas,Abril,2,1/1/2002,35
2003,Amazonas,Abril,11,1/1/2003,73
2004,Amazonas,Abril,4,1/1/2004,75
2005,Amazonas,Abril,5,1/1/2005,36
2006,Amazonas,Abril,5,1/1/2006,64
2007,Amazonas,Abril,0,1/1/2007,37
2008,Amazonas,Abril,13,1/1/2008,26
2009,Amazonas,Abril,1,1/1/2009,28
2010,Amazonas,Abril,11,1/1/2010,87
2011,Amazonas,Abril,,1/1/2011,5
2012,Amazonas,Abril,3,1/1/2012,44
2013,Amazonas,Abril,,1/1/2013,11
2014,Amazonas,Abril,25,1/1/2014,2
2015,Amazonas,Abril,24,1/1/2015,87
2016,Amazonas,Abril,22,1/1/2016,6
2017,Amazonas,Abril,20,1/1/2017,27
1998,Amazonas,Maio,0,1/1/1998,76
1999,Amazonas,Maio,0,1/1/1999,90
2000,Amazonas,Maio,51,1/1/2000,65
2001,Amazonas,Maio,0,1/1/2001,30
2002,Amazonas,Maio,8,1/1/2002,54
2003,Amazonas,Maio,2,1/1/2003,6
2004,Amazonas,Maio,0,1/1/2004,84
2005,Amazonas,Maio,8,1/1/2005,80
2006,Amazonas,Maio,4,1/1/2006,6
2007,Amazonas,Maio,0,1/1/2007,6
2008,Amazonas,Maio,1,1/1/2008,76
2009,Amazonas,Maio,3,1/1/2009,54
2010,Amazonas,Maio,13,1/1/2010,72
2011,Amazonas,Maio,6,1/1/2011,0
2012,Amazonas,Maio,12,1/1/2012,70
2013,Amazonas,Maio,19,1/1/2013,87
2014,Amazonas,Maio,12,1/1/2014,78
2015,Amazonas,Maio,10,1/1/2015,41
2016,Amazonas,Maio,30,1/1/2016,99
2017,Amazonas,Maio,40,1/1/2017,0
1998,Amazonas,Junho,2,1/1/1998,75
1999,Amazonas,Junho,7,1/1/1999,58
2000,Amazonas,Junho,6,1/1/2000,22
2001,Amazonas,Junho,5,1/1/2001,80
2002,Amazonas,Junho,5,1/1/2002,93
2003,Amazonas,Junho,3,1/1/2003,99
2004,Amazonas,Junho,12,1/1/2004,32
2005,Amazonas,Junho,78,1/1/2005,62
2006,Amazonas,Junho,9,1/1/2006,40
2007,Amazonas,Junho,23,1/1/2007,35
2008,Amazonas,Junho,7,1/1/2008,59
2009,Amazonas,Junho,13,1/1/2009,17
2010,Amazonas,Junho,9,1/1/2010,70
2011,Amazonas,Junho,22,1/1/2011,45
2012,Amazonas,Junho,45,1/1/2012,100
2013,Amazonas,Junho,56,1/1/2013,86
2014,Amazonas,Junho,74,1/1/2014,25
2015,Amazonas,Junho,33,1/1/2015,54
2016,Amazonas,Junho,90,1/1/2016,44
2017,Amazonas,Junho,119,1/1/2017,41
1998,Amazonas,Julho,71,1/1/1998,90
1999,Amazonas,Julho,11,1/1/1999,25
2000,Amazonas,Julho,39,1/1/2000,63
2001,Amazonas,Julho,9,1/1/2001,63
2002,Amazonas,Julho,146,1/1/2002,79
2003,Amazonas,Julho,180,1/1/2003,64
2004,Amazonas,Julho,177,1/1/2004,45
2005,Amazonas,Julho,676,1/1/2005,76
2006,Amazonas,Julho,123,1/1/2006,73
2007,Amazonas,Julho,116,1/1/2007,52
2008,Amazonas,Julho,108,1/1/2008,21
2009,Amazonas,Julho,199,1/1/2009,66
2010,Amazonas,Julho,640,1/1/2010,22
2011,Amazonas,Julho,271,1/1/2011,17
2012,Amazonas,Julho,234,1/1/2012,75
2013,Amazonas,Julho,248,1/1/2013,16
2014,Amazonas,Julho,202,1/1/2014,87
2015,Amazonas,Julho,356,1/1/2015,84
2016,Amazonas,Julho,1.137,1/1/2016,19
2017,Amazonas,Julho,1.975,1/1/2017,25
1998,Amazonas,Agosto,321,1/1/1998,40
1999,Amazonas,Agosto,259,1/1/1999,26
2000,Amazonas,Agosto,180,1/1/2000,56
2001,Amazonas,Agosto,501,1/1/2001,16
2002,Amazonas,Agosto,741,1/1/2002,35
2003,Amazonas,Agosto,1.867,1/1/2003,73
2004,Amazonas,Agosto,1.207,1/1/2004,71
2005,Amazonas,Agosto,2.316,1/1/2005,43
2006,Amazonas,Agosto,1.422,1/1/2006,96
2007,Amazonas,Agosto,2.241,1/1/2007,45
2008,Amazonas,Agosto,861,1/1/2008,96
2009,Amazonas,Agosto,1.321,1/1/2009,68
2010,Amazonas,Agosto,3.727,1/1/2010,38
2011,Amazonas,Agosto,1.243,1/1/2011,34
2012,Amazonas,Agosto,3.011,1/1/2012,14
2013,Amazonas,Agosto,1.276,1/1/2013,36
2014,Amazonas,Agosto,3.852,1/1/2014,15
2015,Amazonas,Agosto,4.564,1/1/2015,46
2016,Amazonas,Agosto,3.611,1/1/2016,59
2017,Amazonas,Agosto,6.316,1/1/2017,4
1998,Amazonas,Setembro,267,1/1/1998,82
1999,Amazonas,Setembro,216,1/1/1999,20
2000,Amazonas,Setembro,189,1/1/2000,77
2001,Amazonas,Setembro,166,1/1/2001,88
2002,Amazonas,Setembro,928,1/1/2002,72
2003,Amazonas,Setembro,1.401,1/1/2003,55
2004,Amazonas,Setembro,911,1/1/2004,46
2005,Amazonas,Setembro,2.812,1/1/2005,82
2006,Amazonas,Setembro,2.218,1/1/2006,28
2007,Amazonas,Setembro,1.36,1/1/2007,76
2008,Amazonas,Setembro,998,1/1/2008,89
2009,Amazonas,Setembro,3.091,1/1/2009,29
2010,Amazonas,Setembro,2.781,1/1/2010,63
2011,Amazonas,Setembro,1.295,1/1/2011,48
2012,Amazonas,Setembro,2.392,1/1/2012,96
2013,Amazonas,Setembro,1.739,1/1/2013,13
2014,Amazonas,Setembro,3.057,1/1/2014,8
2015,Amazonas,Setembro,5.882,1/1/2015,14
2016,Amazonas,Setembro,3.119,1/1/2016,37
2017,Amazonas,Setembro,4.033,1/1/2017,13
1998,Amazonas,Outubro,83,1/1/1998,63
1999,Amazonas,Outubro,479,1/1/1999,78
2000,Amazonas,Outubro,145,1/1/2000,4
2001,Amazonas,Outubro,332,1/1/2001,69
2002,Amazonas,Outubro,695,1/1/2002,22
2003,Amazonas,Outubro,725,1/1/2003,72
2004,Amazonas,Outubro,710,1/1/2004,25
2005,Amazonas,Outubro,545,1/1/2005,67
2006,Amazonas,Outubro,721,1/1/2006,93
2007,Amazonas,Outubro,215,1/1/2007,21
2008,Amazonas,Outubro,632,1/1/2008,2
2009,Amazonas,Outubro,2.189,1/1/2009,24
2010,Amazonas,Outubro,889,1/1/2010,78
2011,Amazonas,Outubro,694,1/1/2011,38
2012,Amazonas,Outubro,1.238,1/1/2012,25
2013,Amazonas,Outubro,1.202,1/1/2013,38
2014,Amazonas,Outubro,952,1/1/2014,83
2015,Amazonas,Outubro,2.494,1/1/2015,7
2016,Amazonas,Outubro,2.105,1/1/2016,98
2017,Amazonas,Outubro,1.581,1/1/2017,87
1998,Amazonas,Novembro,6,1/1/1998,42
1999,Amazonas,Novembro,32,1/1/1999,93
2000,Amazonas,Novembro,27,1/1/2000,48
2001,Amazonas,Novembro,244,1/1/2001,65
2002,Amazonas,Novembro,259,1/1/2002,19
2003,Amazonas,Novembro,169,1/1/2003,72
2004,Amazonas,Novembro,209,1/1/2004,28
2005,Amazonas,Novembro,261,1/1/2005,88
2006,Amazonas,Novembro,59,1/1/2006,31
2007,Amazonas,Novembro,90,1/1/2007,24
2008,Amazonas,Novembro,39,1/1/2008,20
2009,Amazonas,Novembro,973,1/1/2009,18
2010,Amazonas,Novembro,354,1/1/2010,21
2011,Amazonas,Novembro,399,1/1/2011,47
2012,Amazonas,Novembro,682,1/1/2012,75
2013,Amazonas,Novembro,220,1/1/2013,61
2014,Amazonas,Novembro,,1/1/2014,5
2015,Amazonas,Novembro,1.054,1/1/2015,59
2016,Amazonas,Novembro,591,1/1/2016,22
2017,Amazonas,Novembro,552,1/1/2017,77
1998,Amazonas,Dezembro,196,1/1/1998,61
1999,Amazonas,Dezembro,2,1/1/1999,62
2000,Amazonas,Dezembro,60,1/1/2000,52
2001,Amazonas,Dezembro,22,1/1/2001,62
2002,Amazonas,Dezembro,44,1/1/2002,100
2003,Amazonas,Dezembro,147,1/1/2003,8
2004,Amazonas,Dezembro,53,1/1/2004,15
2005,Amazonas,Dezembro,17,1/1/2005,35
2006,Amazonas,Dezembro,23,1/1/2006,82
2007,Amazonas,Dezembro,7,1/1/2007,40
2008,Amazonas,Dezembro,0,1/1/2008,96
2009,Amazonas,Dezembro,102,1/1/2009,76
2010,Amazonas,Dezembro,123,1/1/2010,7
2011,Amazonas,Dezembro,121,1/1/2011,75
2012,Amazonas,Dezembro,80,1/1/2012,30
2013,Amazonas,Dezembro,236,1/1/2013,88
2014,Amazonas,Dezembro,293,1/1/2014,77
2015,Amazonas,Dezembro,565,1/1/2015,92
2016,Amazonas,Dezembro,133,1/1/2016,12
1998,Bahia,Janeiro,0,1/1/1998,98
1999,Bahia,Janeiro,114,1/1/1999,17
2000,Bahia,Janeiro,31,1/1/2000,32
2001,Bahia,Janeiro,24,1/1/2001,88
2002,Bahia,Janeiro,125,1/1/2002,68
2003,Bahia,Janeiro,439,1/1/2003,68
2004,Bahia,Janeiro,158,1/1/2004,4
2005,Bahia,Janeiro,303,1/1/2005,45
2006,Bahia,Janeiro,225,1/1/2006,56
2007,Bahia,Janeiro,373,1/1/2007,14
2008,Bahia,Janeiro,314,1/1/2008,41
2009,Bahia,Janeiro,177,1/1/2009,86
2010,Bahia,Janeiro,297,1/1/2010,26
2011,Bahia,Janeiro,101,1/1/2011,59
2012,Bahia,Janeiro,179,1/1/2012,96
2013,Bahia,Janeiro,125,1/1/2013,58
2014,Bahia,Janeiro,132,1/1/2014,64
2015,Bahia,Janeiro,256,1/1/2015,89
2016,Bahia,Janeiro,285,1/1/2016,19
2017,Bahia,Janeiro,154,1/1/2017,9
1998,Bahia,Fevereiro,0,1/1/1998,97
1999,Bahia,Fevereiro,157,1/1/1999,42
2000,Bahia,Fevereiro,32,1/1/2000,34
2001,Bahia,Fevereiro,101,1/1/2001,64
2002,Bahia,Fevereiro,204,1/1/2002,27
2003,Bahia,Fevereiro,223,1/1/2003,95
2004,Bahia,Fevereiro,122,1/1/2004,14
2005,Bahia,Fevereiro,143,1/1/2005,75
2006,Bahia,Fevereiro,277,1/1/2006,41
2007,Bahia,Fevereiro,113,1/1/2007,65
2008,Bahia,Fevereiro,235,1/1/2008,49
2009,Bahia,Fevereiro,117,1/1/2009,24
2010,Bahia,Fevereiro,206,1/1/2010,47
2011,Bahia,Fevereiro,156,1/1/2011,83
2012,Bahia,Fevereiro,200,1/1/2012,46
2013,Bahia,Fevereiro,231,1/1/2013,63
2014,Bahia,Fevereiro,107,1/1/2014,94
2015,Bahia,Fevereiro,143,1/1/2015,29
2016,Bahia,Fevereiro,418,1/1/2016,89
2017,Bahia,Fevereiro,100,1/1/2017,93
1998,Bahia,Março,0,1/1/1998,59
1999,Bahia,Março,83,1/1/1999,32
2000,Bahia,Março,65,1/1/2000,99
2001,Bahia,Março,4,1/1/2001,99
2002,Bahia,Março,146,1/1/2002,70
2003,Bahia,Março,274,1/1/2003,15
2004,Bahia,Março,115,1/1/2004,74
2005,Bahia,Março,158,1/1/2005,84
2006,Bahia,Março,199,1/1/2006,74
2007,Bahia,Março,141,1/1/2007,52
2008,Bahia,Março,135,1/1/2008,18
2009,Bahia,Março,249,1/1/2009,9
2010,Bahia,Março,156,1/1/2010,74
2011,Bahia,Março,90,1/1/2011,63
2012,Bahia,Março,404,1/1/2012,48
2013,Bahia,Março,363,1/1/2013,87
2014,Bahia,Março,148,1/1/2014,19
2015,Bahia,Março,229,1/1/2015,83
2016,Bahia,Março,281,1/1/2016,9
2017,Bahia,Março,163,1/1/2017,16
1998,Bahia,Abril,0,1/1/1998,37
1999,Bahia,Abril,55,1/1/1999,39
2000,Bahia,Abril,23,1/1/2000,64
2001,Bahia,Abril,26,1/1/2001,72
2002,Bahia,Abril,110,1/1/2002,48
2003,Bahia,Abril,376,1/1/2003,0
2004,Bahia,Abril,89,1/1/2004,17
2005,Bahia,Abril,76,1/1/2005,45
2006,Bahia,Abril,60,1/1/2006,100
2007,Bahia,Abril,64,1/1/2007,87
2008,Bahia,Abril,151,1/1/2008,92
2009,Bahia,Abril,40,1/1/2009,63
2010,Bahia,Abril,103,1/1/2010,4
2011,Bahia,Abril,149,1/1/2011,51
2012,Bahia,Abril,396,1/1/2012,56
2013,Bahia,Abril,108,1/1/2013,44
2014,Bahia,Abril,183,1/1/2014,87
2015,Bahia,Abril,190,1/1/2015,100
2016,Bahia,Abril,,1/1/2016,5
2017,Bahia,Abril,94,1/1/2017,66
1998,Bahia,Maio,0,1/1/1998,0
1999,Bahia,Maio,76,1/1/1999,56
2000,Bahia,Maio,71,1/1/2000,54
2001,Bahia,Maio,,1/1/2001,11
2002,Bahia,Maio,166,1/1/2002,28
2003,Bahia,Maio,106,1/1/2003,44
2004,Bahia,Maio,124,1/1/2004,51
2005,Bahia,Maio,120,1/1/2005,95
2006,Bahia,Maio,43,1/1/2006,67
2007,Bahia,Maio,161,1/1/2007,48
2008,Bahia,Maio,56,1/1/2008,73
2009,Bahia,Maio,34,1/1/2009,3
2010,Bahia,Maio,198,1/1/2010,25
2011,Bahia,Maio,189,1/1/2011,63
2012,Bahia,Maio,326,1/1/2012,81
2013,Bahia,Maio,141,1/1/2013,21
2014,Bahia,Maio,224,1/1/2014,24
2015,Bahia,Maio,144,1/1/2015,22
2016,Bahia,Maio,259,1/1/2016,4
2017,Bahia,Maio,121,1/1/2017,40
1998,Bahia,Junho,55,1/1/1998,32
1999,Bahia,Junho,64,1/1/1999,55
2000,Bahia,Junho,178,1/1/2000,88
2001,Bahia,Junho,98,1/1/2001,28
2002,Bahia,Junho,118,1/1/2002,59
2003,Bahia,Junho,140,1/1/2003,50
2004,Bahia,Junho,289,1/1/2004,76
2005,Bahia,Junho,211,1/1/2005,83
2006,Bahia,Junho,68,1/1/2006,82
2007,Bahia,Junho,270,1/1/2007,95
2008,Bahia,Junho,72,1/1/2008,67
2009,Bahia,Junho,92,1/1/2009,83
2010,Bahia,Junho,192,1/1/2010,45
2011,Bahia,Junho,345,1/1/2011,58
2012,Bahia,Junho,385,1/1/2012,10
2013,Bahia,Junho,208,1/1/2013,57
2014,Bahia,Junho,243,1/1/2014,38
2015,Bahia,Junho,242,1/1/2015,78
2016,Bahia,Junho,416,1/1/2016,43
2017,Bahia,Junho,329,1/1/2017,64
1998,Bahia,Julho,219,1/1/1998,8
1999,Bahia,Julho,107,1/1/1999,16
2000,Bahia,Julho,202,1/1/2000,66
2001,Bahia,Julho,248,1/1/2001,43
2002,Bahia,Julho,,1/1/2002,11
2003,Bahia,Julho,261,1/1/2003,19
2004,Bahia,Julho,310,1/1/2004,63
2005,Bahia,Julho,269,1/1/2005,48
2006,Bahia,Julho,229,1/1/2006,80
2007,Bahia,Julho,811,1/1/2007,29
2008,Bahia,Julho,271,1/1/2008,59
2009,Bahia,Julho,321,1/1/2009,12
2010,Bahia,Julho,519,1/1/2010,53
2011,Bahia,Julho,578,1/1/2011,97
2012,Bahia,Julho,906,1/1/2012,26
2013,Bahia,Julho,362,1/1/2013,80
2014,Bahia,Julho,249,1/1/2014,45
2015,Bahia,Julho,,1/1/2015,5
2016,Bahia,Julho,345,1/1/2016,9
2017,Bahia,Julho,300,1/1/2017,100
1998,Bahia,Agosto,815,1/1/1998,15
1999,Bahia,Agosto,453,1/1/1999,25
2000,Bahia,Agosto,633,1/1/2000,30
2001,Bahia,Agosto,979,1/1/2001,85
2002,Bahia,Agosto,1.827,1/1/2002,84
2003,Bahia,Agosto,1.039,1/1/2003,75
2004,Bahia,Agosto,1.43,1/1/2004,75
2005,Bahia,Agosto,948,1/1/2005,57
2006,Bahia,Agosto,995,1/1/2006,76
2007,Bahia,Agosto,3.734,1/1/2007,83
2008,Bahia,Agosto,611,1/1/2008,31
2009,Bahia,Agosto,439,1/1/2009,25
2010,Bahia,Agosto,2.423,1/1/2010,74
2011,Bahia,Agosto,1.795,1/1/2011,74
2012,Bahia,Agosto,1.835,1/1/2012,59
2013,Bahia,Agosto,610,1/1/2013,79
2014,Bahia,Agosto,674,1/1/2014,44
2015,Bahia,Agosto,829,1/1/2015,39
2016,Bahia,Agosto,724,1/1/2016,94
2017,Bahia,Agosto,1.018,1/1/2017,64
1998,Bahia,Setembro,2.718,1/1/1998,38
1999,Bahia,Setembro,,1/1/1999,11
2000,Bahia,Setembro,2.285,1/1/2000,21
2001,Bahia,Setembro,3.964,1/1/2001,73
2002,Bahia,Setembro,6.439,1/1/2002,95
2003,Bahia,Setembro,8.847,1/1/2003,26
2004,Bahia,Setembro,6.433,1/1/2004,53
2005,Bahia,Setembro,4.066,1/1/2005,8
2006,Bahia,Setembro,3.006,1/1/2006,7
2007,Bahia,Setembro,7.438,1/1/2007,53
2008,Bahia,Setembro,4.837,1/1/2008,10
2009,Bahia,Setembro,3.61,1/1/2009,48
2010,Bahia,Setembro,5.323,1/1/2010,81
2011,Bahia,Setembro,7.086,1/1/2011,88
2012,Bahia,Setembro,7.495,1/1/2012,57
2013,Bahia,Setembro,2.681,1/1/2013,91
2014,Bahia,Setembro,2.604,1/1/2014,90
2015,Bahia,Setembro,7.956,1/1/2015,100
2016,Bahia,Setembro,1.819,1/1/2016,64
2017,Bahia,Setembro,1.791,1/1/2017,4
1998,Bahia,Outubro,1.969,1/1/1998,45
1999,Bahia,Outubro,1.307,1/1/1999,49
2000,Bahia,Outubro,3.35,1/1/2000,45
2001,Bahia,Outubro,1.687,1/1/2001,36
2002,Bahia,Outubro,5.414,1/1/2002,26
2003,Bahia,Outubro,4.264,1/1/2003,32
2004,Bahia,Outubro,4.81,1/1/2004,74
2005,Bahia,Outubro,8.405,1/1/2005,89
2006,Bahia,Outubro,2.079,1/1/2006,22
2007,Bahia,Outubro,4.981,1/1/2007,26
2008,Bahia,Outubro,7.691,1/1/2008,14
2009,Bahia,Outubro,2.552,1/1/2009,35
2010,Bahia,Outubro,5.264,1/1/2010,21
2011,Bahia,Outubro,2.166,1/1/2011,83
2012,Bahia,Outubro,4.607,1/1/2012,59
2013,Bahia,Outubro,1.969,1/1/2013,43
2014,Bahia,Outubro,2.763,1/1/2014,98
2015,Bahia,Outubro,4.989,1/1/2015,31
2016,Bahia,Outubro,1.415,1/1/2016,52
2017,Bahia,Outubro,4.005,1/1/2017,41
1998,Bahia,Novembro,49,1/1/1998,4
1999,Bahia,Novembro,49,1/1/1999,23
2000,Bahia,Novembro,114,1/1/2000,20
2001,Bahia,Novembro,699,1/1/2001,8
2002,Bahia,Novembro,1.02,1/1/2002,80
2003,Bahia,Novembro,533,1/1/2003,85
2004,Bahia,Novembro,1.736,1/1/2004,29
2005,Bahia,Novembro,1.595,1/1/2005,19
